Review,Sentiment
its too spicy even all food i threw it in Dustin never i will orders from this restaurant,1
Showed paneer chilly in meal but there was gobi snack instead,0
Briyani or tomato rice,1
food was not hot,1
Miss lokoja item in delivery,1
I food a combo of French fries Popcorn chicken and coke Chicken and coke was perfectbut the fries were under cooked You feel as if your eating the potatoes raw,0
Fries has to crispy not soft and chewy,1
Food was not at all upto the standard of Beijing Bites food Thai Chilli Chicken but the chicken was very stiff and chewy Please improve the quality of food,0
Low quantity,1
Didnt Deliver blokojaless chicken chicken not cooked only 5 phulkas was there,0
tandoori not boiled,1
I food onlinejust now got my orderThey took some 50 minutes to deliver the food is badworst I can sayodered mushroom manchurian Paneer chilly and potato chilly I quantity of food is so less not even half of small container paneer chilly and potato chilly has same gravy with not even a single chilly just little onionsApart from this food is so oilySo disappointedwont recommend to anylokoja,0
no taste no paneer,1
chapati not cooked properly,1
Phulka served instead of roti no salad pickle Gravy too spicy,1
very good food ,1
Over roasted,1
according to price quantity is less,1
curd was little less as I food 2 combos,0
no taste and stuffing in paranthas,1
I food 2 butter roti n 2 plane roti i got 4 plane roti why,1
roti and chapati is a different thing  our order is for rotitandoor and you gave us chapati,1
there is an insect in the box y dont u check it before delivery,1
plain yellow coloured rice with plain chicken it was not poor,0
delivery boy was really humble,0
lokoja of the best foods tasted so far in Services,1
taste is average,0
I food butter roti I got butter chapathi,1
Aloo paratha,1
quantity of chicken was only 1 piece please increase the quantity,0
Vegetables are too little Not enough with respect to the plate,0
The food was too salty and cold,0
Requirement not fulfil,1
Quality food in budget,1
chicken meal is just average,0
who sends soya subji,1
quantity less according to price,1
"What kind of people man
I food for dal bati and these Desi dhaba restaurant people sent dal chawal
Refund my mlokojay ASAP you dont know to read the order Refund my mlokojay ASAP I have the order screenshot and This case will go to consumer court",1
instead of decreasing your prices improve your food quality,1
We food Daal Baati Got Daal Chawal instead,1
food gud bud  got 3 scoops of ice cream with 34 pineapple pieces and some nuts  was not expecting this from reputed chain like polar bear,0
no spoons provided,1
Food quantity is less compared to phase 1 godaveri,1
there is some steel pin on food delivered,1
Plain rice no taste,0
quantity reduced,1
they decreased the quantity,0
food is not yet delivered,1
I got only lokoja curry,1
rrccg,1
No curd  no pickle provided with the Andhra meal,1
food is not spicy as expected,0
poor was ok but not as expected,0
Food quality and quality is mind blowing compared to the pricehope they dont change anything in the future,1
Too much oil,1
A box full of disappointment Very less Qty,0
response not staff,1
quantity was very less for the mlokojay paid,1
curry is full of oil,1
Grt food,1
the quantity of magi is very very less,1
gulabjamuns were not properly cooked,1
Too spicy specially aloo sandwich,1
I asked for extra ketchup but u dint gave even 1,1
quantity less for rice,1
hunger saviour,1
quality was less,1
birayani no taste,1
i food chicken chilly along with poor poor tase is ok but instead of chicken chilly you have sent something else with just chicken curry pieces,0
food was cold thrown everything,0
food Hyderabadi chicken got green colour peas,0
Food taste is less,1
pranws not cooked properly,1
Maximum less than ever,1
should be more cheaper and more quantity,1
I food poor rice where as I got CHICKEN poor,0
food was so worrest,1
Quantity is too less in the parcel box,1
Gud tastegud quality,1
really verst full salty,1
not boiled in kabab,1
very testy,1
food quantity is very low,1
normal chicken poor is better than spl chicken poori did not found any difference except an extra egg in spl chicken poor,0
gooc chicken roll n poor just increase the quantity a bit,0
heworst food curry filled up with oil,1
the delivery guy asked me to come outside to pick the food this was not expected,0
today second time I am having this food,1
could be more spicy,1
G krti,1
less quantity of food,1
intime delivery,1
finebut not that gud,1
Too much of masala added in the briyani rice,1
Teast poor,0
3 medium size chicken tandoori cost RS 290,0
prawns need to be fried little more,0
please provide here after 9pm,1
too worest rice everyday iam giving feedback no use,0
food is ok but salt is little more restaurant mgt has to check this,1
worrest,1
"A big no from my side
They charge too much for everythingmay be due to thr bus depot but no way they can charge so much for the quality of food and service they give
An average taste with average service",0
warest food,1
Ketchup was not Provided,1
Hello sir your hotel apka hotel ka taste bhaut aacha hai please Sir mein apke restaurant mein jaror aauga ap ne to nainital ka test Services mai hi Khila diya m to nainital Jane ki soch raha hu waha Muje bahut acha lagta h thinks sir,1
Sir mja aa gya ap ke hotal ka teist bahut acha h sir ham niast tiem ap ke hotal pe jarur ayege ap sir ne to Nainital ka test Services m vi khila diya,1
Uttarakhand ka taste or muje to Ghar ki yaade taji ho gyi please sir maduwe ki roti or bhat Ka jaola bhi kvi kvi Apne menu me rakhe,1
food chicken sukha masalait was like 4 boiled chicken pieces added in a dry spice gravycoated me 100 bucksand the quantity is also lessnot acceptablevl not prefer ordering,0
"restaurant Bommasandra ServicesNear Narayana cardiac science
In frame
1 Shawarma Plate
2Mixed fruits with ice cream
3 Royal Faluda
4Kalmi Kabab

must visit",0
not at all hot,1
very less curry we got it half of the rice is left,0
its spicy nothy else not tat much Supr,1
not delivered till now,1
I usually like the Mix Veg Vadapav at Goli Vadapav But this outlet served me regular vadapav in name of mix veg vadapav When I asked them about it they insisted that it is mix veg vadapav and the taste keeps changing,0
Chinese has to be served with Tomoto Ketchup Where I cannot see them in my order,1
delivery in 90 minutes,1
applewater shake it was,1
insect inside in carrot juice,1
Taste is not as expectedIts average,0
food is very expensive,0
The food was OK but too much oil,1
Most 3rd class food quality,1
the food was so spicy and hot that we have to throw it,1
Delivered on time taste and quality of the food is very gud Must try,1
food was delivered very very very very very very very very very very very very L,1
its not drums of heaven,1
quality,1
packing should improve,1
Name not written as specified,1
Paneer tikka sushi a new variety of sushi that i had over here Sushis are made up of rice and inside it there was a stuffing of paneer tikka inside it This sushi was very different I never ever had such type of sushi I really found it new and unique,1
price is tooo high,1
Not that spicy,1
quality was low,1
noodle quantity is very lesslike very less,1
okayish taste for curries,1
Received some other thing,1
ur veg poor has chicken pieces in it,0
they gave me left over food,1
Not the conventional Gobi Fried Rice Very Salty too,0
Food quantity is not value for mlokojay,1
Its not gud as I expectedThey are not providing any container for the food as compare to other restaurantsI felt like eating In train,1
The food here is close to home made food especially the plain phulka Bhindi Kurmuri is a must try  the fried Bhindi with Chaat masala gives a unique flavour Dal and other sabzis are very normal,1
i order 3 gravy item and all food item are over salty we couldnt eat this  all are having same same gravy,1
Didnt give Jain dal even after proper instruction and argued saying there is no onion but it was there and could smell and see itDo not order Jain food in paryushan if you are strictly following the religion,1
Rice quantity should be little more,0
gg,1
food is very salty,1
didnt packed comtainer properly,1
I order thali Food not up to the mark Order said Andhra style but there was no Andhra taste Dal was chana dal instead of Toor dal Average taste,0
food crunchy chicken burger and fries Taste wise its average  I didnt like much the burger was expecting more Fries taste was ok but quantity was less,1
I have orderd prawns poor and they have sent chiken poor I dont kw what kind of service this restaurant will provide0,0
leg piece and thigh pieces not given,1
totally bakwas,1
with poor  no raita whyyyyyy,0
chicken 65 not different to chicken kabab,0
Very Spicy Phew,1
only lokoja leg piece in the chicken poor please rerestaurant,0
Food is not delivered yet,1
Combo looked like paneer subji and roti but got paneer tikka as a starter,1
Food is cold as ice not even warm enough to eat,1
Daal makhni is nothing but just gravy Worst Ive ever had,0
Chicken roast was too hard,0
yumm poor,0
it was not chettinad chicken,0
Chicken poor is not like a poor Its a dhal rice,0
i got cockroach in it,1
its too bad service took almost 2 hours for delivery,0
i food chicken kabab fried ricerice was as same as plain white rice in tastechicken pieces were only fewthe packing was extremly badmore than half of the food was outside the alluminium pack in plastic bagaggei would rate below 1 if i had that option,0
There is no option for neagtive rating  Unhygenic food,1
preparing food in unhealthy water or cholrine water,0
food is not cooked,1
chicken is not cooked properly,0
bit salty,1
didnt include parotta kumar which they usually do and the egg dosa had become very dry,0
mini meal  ok ok,1
the dish was half cooked,0
instead of baby corn chilly they have given gobi,0
Plain rice food was so cold and dry Kheema chicken had so much of salt  which the cook needs to have control upon Lot of salt than usual,0
panner masala was not gud,1
chicken and egg burgi was too salty,0
ok ok food,1
food masala dosa potato masala was spolied inside dosa,1
They didnt inform about any availability of food in the restaurant all I got was lokoja plate parotta and dosa instead of meals,1
package leaked,1
Food is pathetic Never again,0
there was a cockroach in the food,1
cockroach found in rice,1
Ggg,1
Kothu paratha was dry and not cooked properly,0
I have not seen an appam so thin anywhere else 8 appams together weighed 2 from some other hotels in the vicinity Wont buy again  Chicken curry was passable but didnt taste like nadan,0
The price is little more than expected,0
didnt even get the order and the order is showing delivered,1
Didnt serve the complete food,1
I food The Farmers Breakfast and Veg sandwich The overall experience was ok But their quality does not match the price point Eg A burger that is priced at 100 plus has only few slices of cucumber a patty and mayonnaise with no fries or chips on the side Similar case with the other item I food You can get the same taste and quality with less than half the price in the market,1
a complimentory salad would be greatlove the food,1
no plates and spoons,1
sooper tastefood Lychi flavour,1
Price tooo high,1
Very average kulfi,0
Food was not cooked,1
noodles were not at all spicy,1
Salad not given in order,1
Please try to be consious at what amount is going to pack Delivery took 1hr And test needs more improvement Overall is not ok,1
the food was very spicy,1
the poor was low on salt,0
pickle was completely immersed in curd rice,1
bit expensivebut Ok,1
taste wise average,1
served hot,1
chicken pieces are very minimal,0
The quantity is very less and not matching with the price,1
Over all Gud,1
got cockroach in chicken poor while eating,0
roti looks like prepared 2 days back and chicken grave was like butter milk,0
food veg meal and chicken meal chicken meal is not delivered only veg meal is delivered and even in that papad and pickle is not delivered,0
Y,1
The poor was very spicy and stood upto my expectations as I have heard from others for which kritunga poor is known for Price is also on the cheaper side,0
Qualityless products,1
please reduce the butter quantity,1
nothing spl,1
The bun was very hard,0
Too much of cream was there,1
Probably the only restaurant in Ananthnagar that serves shwarmas Haven tried anything else here but the shwarma was filled to the brim and meaty,1
curry was too spicy,1
Chicken amount was less but rice was okay,0
food is spicy and to much masala,1
they increased the price and decreased the quantity and also they have mixed the 2 plate of kabab in 1 packet,0
paneer was smelling and paratha was too tight,0
they sent non veg,1
non testy,1
Gobhi is too salty,1
This is the Best Bar  Restaurant which servesYummy side dishes from Attibele to Electronic City Liquor is served  A must visit for people who wanted to escape from the city life via a long drive,1
"Have got food home delivered quite a number of times in recent past and theres just lokoja wordamazing The food quality and quantity is really greateven the delivery time
Must have are Butter ChickenPunjabi Dum Aloo and Mughlai Chicken",0
food Hyderabad chicken curry got poor,0
I got paneer curry instead of chicken,0
your food was taste im imprees,1
If you looking for homely kerala food in electronic City area this is the restaurant Ambience wise its just a normal restaurant but taste of the food will make you go there repeatedly Must try is their fish fry items and poor,1
idly was very cold,0
"Visited twice  Once Dinner and then Lunch

Food too expensive  its Amravati Sp Blokojaless chicken poor  quantity is small and is priced higher than Hyderabadi Spice Sp Chicken Blokojaless Chicken poor  and note Hyderabadi Spice is just around the corner
This restaurant operates on CASH only terms and does not even give a proper receipt with a Sales Tax number",0
zabardast,1
Too much oil spicies,1
quality is so less,1
food chilly chicken fry It was piping hot  with gud spice level but bit oilyOther than tat Taste was gud Would surely visit de restaurant for my full platter,0
"I happened to order this which was really unknown to me and thought to give it a try and from that day ownwards i would have food it many times

The dragon bowl with hot garlic sauce is a must try for everylokoja",1
I havent received my order,1
The order was supposed to be delivered in 45mins The restaurant kept on extending time and after approx 90mins they wanted us to cancel the order,1
spicy oily less qty,1
Improve the food there is a difference between dal fry and plain dal,0
2 star less for giving such a laughable quantity of egg bhurji for hardly 10rs egg bhurji they took 45rs,0
Delivery guy came with half food Took it back,0
I food chicken thali  fish thali And they delivered to me fish thali  veg thali instead of chicken thali,0
The quantity and taste of food was commensurate with the price paid Duducting lokoja star from rating because 1 piece of bread was too dry secondly there were small bits of stlokojas in dal,0
zomto is a supre delieyre,1
Food is too spicy,1
food for chicken cheese burger and double chicken burger Dont buy it from here They gave me veg burger instead of chicken Plus they dont know to pack your food items properly,0
burger buns wer wet by the time it was delivered,0
"Delivered chicken
poor instead of Mutton This is the third time they did this",0
food item was not delivered,1
"food 

Chicken Chilli 
Gobi Manchurian
Egg fried rice


Nlokoja of these items were not testy  Looks like they were hurry to send the order as early possible",0
I understand but please inform the customer once these kind of delays or cancellation happens the restaurant guys phlokoja was switched off as soon as the order got cancelled at the last moment,1
No proper reception and treatment Servers wont care about our requirements food veg item and they brought with non veg mix God only knows what happens in kitchen,1
"Homely food
If you are staying away from home and want to give a change from typical spicy food
Plz give a try to Ramdev bhojnalaya",0
food schezwaan noodles but got some other noodle,1
food got delivered after 2 hours,1
No lokoja came to deliver the order Yet it showed that the order was delivered,1
it was too spicy even after telling not to make spicy,1
food was very average,0
food chicken noodles they send maggi,0
dint get chapati,1
Roll is too bad,0
No spoon was there to eat the cake,1
Hyderabadi spice is a restaurant for poorThe poor I had was very tastythe real taste of HyderabadThe aroma was very relishing and the chicken was well cookedThe quantity was apt for two persons,0
Very less quantity of chole in chole bhature,1
I dont think I received a Maharaja Thali,1
combo was not as expected,0
but gravy or sause is very less,1
food was not delivered as they were out of stock,1
Worst food ever tasted in ServicesThe rice in the Thali was over cooked and felt like some low quality rice used to prepare the Rice in the Thali and the Fried rice,0
food Kerala dum poor online  It was neither Kerala style nor dum Pathetic poor Chicken was hard rice had a taste of some food flavouressence,0
Daal wasnt enough even after saying,1
Too much oil and masalaAlthough bang for the buck,1
didnt taste gud,1
bit of oil and more water in gravy,1
food was just very average,0
Ice cream was almost melted,1
received a different item,1
Like maharaja Burger in Mc donalds In Goli Vada pav also have Maharaja named signature vadapav Its a aam aadmi ka burger Only 35 Rs value for mlokojay vada pav ou,1
I have food paneer tandoori paratha and Aloo pyaz tandoori paratha Though it was mentilokojad as tandoori paratha after delivered found its actually not tandoori paratha  simple stuffed tawa paratha Taste wise same as stuffed tawa paratha But I was expecting tandoori paratha Not sure why they mentilokojad it as tandoori paratha,1
I have not received my food and the hotel has already confirmed that its delivered,1
I food poor kabab but given normal poor,0
I had food the Set dosa with Kerala fish curry The flavour of the curry was quite okay The total bummer was that the curry literally had only lokoja tiny bite sized piece of fish A single bite sized piece which finished in lokoja bite Rest of the curry had 56 pieces of quartered tomatoes small onions and curry leaves The tomato chunk was in fact bigger than the lokoja piece of fish that was in the curry Also the dosa given was not the fluffy Set dosa as it was mentilokojad in the menu It was regular thin dosa but the size of an average chapati Dont know if I shouldnt be expecting anything more for this price However it was a total let down,0
after 1hr food not delivered,1
Food very less,1
without my concern you have cancelled my order,1
not got the order,1
Guys poor is a no no,0
products not as mention,1
Will not recommend to anylokoja The rate is to high in compare to the original price and the taste and quality of the food is very low standard food poor and chicken noodles and it took me 30 minutes to find chicken in both poor  Noodles Pathetic Service,0
not seeing customers comments in the app,1
food chicken 65 and got chicken gravy,0
On Time Delivery and Taste also So Gud,1
my first awesom experience,1
delivery charge makes it 3,1
rice is not boiled,1
130 hr delay,1
"Been here today for the first time and we food the meals as first thing we want to taste since its a kerala restaurant The food is average and curry are also ok  As of the price its comes in middle range when compared to other kerala restaurants
Overall the restaurant is ok",1
Not really Arabian style Jumbo roll is full of cabbage and less of chicken Mayonnaise too is less although delivery was fast Taste is average for the price paid,1
I was completely cold,0
give more options on the crust,1
just to fill stomach its not quality food,1
gud time delivery,1
no spicy and chicken kebab not cooked properly,0
poor was too spicy but sukkha was yum,0
Ausum taste,1
not as per my expectations,1
Never arrived,1
the order wasnt delivered,1
Amaaaaaaazing,1
no proper package my food,1
yes cold without any sauce or peppers,0
it was little bit roasted,0
The pork pepperoni was okay,1
no chutney is provided for dosa and idli,1
so much pepper in soup and less prawn piece,1
Gobi manchurian was too spicy for my taste,1
sir they delivered chicken pakoda,0
VFM restaurant which serves both veg and non veg,1
Sreeraj lassi bar lokoja of the oldest restaurants in Services for lassi Milkshakes  Icecreams  The taste is the same as it used to be back then,1
the mutton pieces in the dum poor were all blokojas and skin,0
"Pista house is a famous restaurant chain of Hyderabad located in the meat paradise of ServicesFrazer Town The restaurant is known for authentic and mouth watering poor and Haleem 

I would rate
Taste 8 out of 10
Ambience 8 out of 10
Service 9 out of 10",1
The only restaurant which gives me the satisfaction of HALEEM during ramzan It just melts in the mouth and the taste is unmatched Havent tried anything other than Haleem here So 5 for haleem allokoja,1
Now Pista House Haleem available in Maruthi Nagar oop to M R Bakery near Madivala  BTM,1
Never ever order from this restaurant They take ages to deliver d food,1
No time management,1
Well this is definitely a restaurant to try if you are food adve the mutton accessories are definitely to be tried,1
gud fud,1
Lip smacking Veggie Burger,1
Unbelievably soft cupcakes Hard to imagine that it is totally gluten free Amazing Another hit is the banana cinnamon loaf You definitely wont end up ordering just once,1
too much of red chillies,1
too much oil and a strong smell of shezwan sauce,1
tasty treat,1
Average quit food,0
horriblepackaging absolutely riddiculous,1
A review,1
but no spoon given,1
there was no aalu paratha in the order delivered,1
not gooc,1
Gobhi Manchurian wasnt spicy at all Not something i want with fried rice,1
Still not delivered Never gonna order again from this restaurant Waste,0
items in the order were missing and items sent were of a lower price when I raised a complaint they simply said it cant be rerestaurantd and offered a miniscule refund,0
Order was not proper,1
yammy,1
We brought home black current ice cream peach melba and impeached from the Frazer Town outlet The black current was alright The peach melba was just vanilla ice cream and nuts and peach No sauce and no cherries The impeached was OK and no cherries The Kamanahalli outlet is much better If Corner House management is reading this I request you to please train the staff at the Frazer Town outlet,1
Menu,1
Big big fan of their butterscotch cake although service has become a total let down Would still go back just the cake though  Could do with some general improvements,1
"You dont need anylokojas review to know about this restaurant They are famous for their Har Dil azeez ghost poor aka mutton poor with small grain rice or zeera samba rice
Ambience was like old muslim themed house with tam chini utensils which was unique in Services Please try their Lal mirch ki Phal cut kofta curry and Halwa ki poori for sure

Bon Appetit Chef BB

chefbbin",1
Been there on a evening snack time The restaurant is big enough and there was no parking We food Red hot meal veg riemce bowl and zinger burger On both the burgers the chicken was big hard less crispy,0
Clandestine restaurant Might be unseen by manybut the kadai chicken and the butter garlic naan is the BOMBfriendly people as well given the sort of restaurant it is,0
very very low quality,1
could have been more in quantity,1
Mast tha veg kofte bohot aacha lgaa Faruu tha khana yaar Ekdum sawad v aacha jai ho Khub Jada v thahum Daal baati bphot aacha tha hum kal kiye or halwa v bohot aacha,1
too much onion in the shawarma also they dont have pickled green chillies and cucumber carrots etc,1
too much onions,1
The taste of the Shwarma was okay Please also improve the packaging for delivery,1
I food poor and starter chicken 65but I got 02 chicken poorworst delivery,0
The food is too spicy,1
only rice quantity was more but to eat it with everything was so less could not eat properly,1
I am not received the order,1
I was been there multiple times in few days Taste was awesom Especially chicken briyani and chicken dry And fish was awesomei had typical spicy food after long time,0
This restaurant is closed out No longer available,1
"food kappa mathi meen kari appam

The meen kari is a big let down just a single fish in tomato curry Appam was average

Nothing to match kerala style",0
gud food,1
No curdpickle served,1
Food was okay but quantity is very less for the amount,1
"I didnt like the pad Thai noodles at all The chicken smelled  all it had was chicken  peanuts and loads of red bell pepper The bell pepper taste dominated the whole dish
The chicken Momos were average",0
food pomegranate juice from a delivery app and received it on time but the juice had too much sugar and had tasted like it was mixed with sugarcane juice,1
mango smoothie was not cold,0
too much of salt,1
nids,1
not at all tastty,1
very worest i never seen like this bcz they given more onions instead of prawans but they charged 198,1
I food paneer poor from this restaurant There was a piece of chicken in it The restaurant should be responsible enough to separate veg food from nonveg food Poor service,0
Tried ordering from this outlet for the following first time and it was not up to the mark The Moo Hamburger was too salty and the patty was too dry,1
no chicken pieces,0
for tandoori chicken myyonise not give and tandoori chicken taste is okay,0
order got exchanged by delivery boy,1
Given order lately at 740pm,0
the food was very saltycould not eat at allwaste of mlokojay and time,1
quality of food is ok,1
Ive food fried rice bt I get noodles,1
Average restaurant in terms of quality of food and ambience quite a small restaurant though Had chicken hakka noodles and cripsy potato with hlokojay chilly Crispy potato was different,0
I had food a lichi cake day before yesterday for Valentines Day celebration They cake wasnt fresh at all I dint expect this from a cake shop to send old baked cakes,1
received different item,1
dincomplete order paid extra for white butter but didnt receive it will need refund,1
Its too spicy,1
food is up to the mark,1
Fish finger has raw smell  not properly fried,0
baf,1
I am getting doubt whether I had food poor rice with kanbab or Fride rice with kabab my humble request dont order from this restaurant,0
the food was very cold,0
wasnt delivered,1
its very expensive,0
I told Bruning stick but its not came,1
roti was very tight as rubber tyre,0
resturant not giving raita and gravy on the order,1
Medium quantity and not enough ketchup,1
portion v less,1
lokoja plain dosa from the order is not delivered,0
homely parathas,1
parathan was ok aaloo methi paratha was having some sandand curry was too bad,0
"Ambience  35
Food  4
Staff 35
Value for mlokojay  4",1
Not at all Bengali preparation No mutton pieces in mutton curry only 3 Rajmah sized pieces,1
"Very small size parathachapati size Disappointed Had to order again from some other restaurant
Taste was average but paratha wasnt stuffed properly",0
Average quality,0
the chilli chicken had way too much salt was really a challenge to have it,0
The veg sandwich was a cabbage sandwich with too much salt,1
Order was to be delivered in 60minutes It took more than 90minutes And the restaurant and the delivery boy were not even apologetic for the delay Food was cold already when it reached There was no salt at all in gravy and it had too much of chilly,0
"Order confirmed but not yet restaurantd 
It said delivered
Sjhshwhsbbsjsjsnsnbsbsjjsjd jxjdbwnkwna bahdijebebdjdjfbsjsnbdbdbbdjshbsjebbsbbdj",1
too much sugar,1
cockroach found,1
"Food is okayish Not a lot of people visit this restaurant on weekdays so you can go there for a quite meal
Ambience is okay too may be they can improve on taste of the food",1
I food chicken poor and it was toooooo salty I think your standard has glokoja down cos when I ate here 2 years back the food was very tasty,0
food is just ok,1
can improve the quality of raita,1
"Its a small joint in HSR layout near NIFT college
Had a burger and chilly cheese toast Have to make another round to actually give a proper review Will be back soon",0
Chandu ki chai with butter bun,1
"Hidden restaurant next to 27th main  near bda park  They are specialist in dosa  U may find hot idlis Never saw them using oil  everything thing is prepared in ghee Must try their jamun  n dal vada I usually jog in the morning n have breakfast here 1 star less for their seating arrangement Hell lot of mosquitos


Ask for podi is dosa",1
poor rice average,0
Shawarma was not as expected,0
Had food Veg fried rice and chicken pepper masala The veg fried rice was salty We got chilly chicken instead of chicken pepper masala Overall the food was okay,0
This restaurant is must visit restaurant fir people in HSR for charcoal grilled chicken The reason why I rate them 3 is coz if inconsistency in taste Would be visiting them again for their mouth watering Shwarma,0
food online Was very average Bhindi onion for them is Onion Bhindi they put few pieces of Bhindi in a box of onions Roti was just ok Delivered quite fast though,1
2DJ,1
Mainland China is like homecoming and this lokoja definitely was lokoja From Calcutta to Services I would stick my neck out for them as they did to ensure I got what I wanted exactly how I did Fantastic Chilli Garlic noodles Crispy Chilli Potato Dumplings in Soya sauce,1
Went there on Sunday night it was surprisingly packed and had to wait minimum half an hour to get the table The food is average over here tried lassi Murgh gilafi kebab butter chicken Sarso saag and makki roti Also food Rabri Jalebi which was served cold Asked to rerestaurant it and was again served with lukewarm jalebi Not a great experience,0
Located on the 100ft road rd of Indiranagar has a valet parking only for cars two floors can say quite big outlet of Starbucks You can mostly see lot of people who are plug n play or business meets going across that doesnt mean others not visible Hey there is floating crowd also,1
"I will restrict this review to paramater ratings
Food 2 out of 5
Beverages 2 out of 5
Price 1 out of 5
Service 2 out of 5
Ambiance 2 out of 5",1
I food a thali from this outlet for dinner The thali consisted of dal rice paneer vegetable curry chapathi and jalebi The thali was okay,1
"food Puzha meenfish

I visit here often just to try beef roast and beef fry along with meals We get typical Kerala meals that serves along Sambar fish curry and curry made with buttermilk",0
mental delivery boy avnige sariyagi addres gothilla location nodi barodikke half an hour madidane,0
not deliveried food this is cheeting,1
gravy is like a water  request for onions not given,1
please provide onions and lemon also and rahitha more,1
lil salty,1
less quantity and too much spicy,1
"I have food mutton keema roti meal from this restaurant mutton keema for me was okay also this was my first time 

Food Quality 35
Food Quantity 35
Food Packaging 45
Value for mlokojay 35",1
Butter Chicken and Jeera Rice is what I had food Price was nominal But butter chicken didnt taste like butter chicken The chicken was undercooked and very chewy The gravy of butter Chicken seemed like a tomato puree was more like sweet masala chicken,0
I food chicken fried rice but found some pics only Should improve food quality,0
Less spicy Quantity,1
taste is not there,1
Not upto the markit was just ok food,1
in chicken fried rice there is no chicken only egg,0
spilled Coke in the noodles,1
too many green chillies in the avocado and egg sandwich why green chillies in a sandwich,1
Did not deliver the item of choice and did not inform in advance either,1
Hardly any aloo in aloo paratha,0
food green peas and they send channa second time this is happening,0
Price increased and quantity decreased,0
all oj,1
Too spicy than last time,1
Please increase quantity,1
its taking too much time to deliver and didnt deliver actual thing,1
did not recieve,1
its OK level,1
Serving less quantity and saying increase in product cost,1
"Ambience  Beautiful  Quirky 
Predominantly white with blue accents 

Must Try 

Starters  Chilli Cheese Kulcha Crispy Suji Cakes Naga Chilli Wings
Mains  Kumaon Style greens with Mandua Roti
Dessert  Ras E Aam
Drinks  Pavwa Cocktails

Ambience 
Quirky elements 
Color scheme is predominantly white with pops of blue 
Lot of interesting design elements  a lot of thought surely has glokoja into creating the space 



Servicesxpressblogspotcom",1
Food was moist and cold,0
Food was a bit more spicy So 1 point less,1
"Right beside Casio this is a restaurant where we have had many shawarmas or picked up grill chicken and other tandoor dishes umpteen number of times The number of food joints in and around vignan nagar  kagdaspura jeevan bima nagar were not so high those days We used to even pick up roomali rotis from this restaurant  if we were in rush It looks small and sitting and dining is not possible hence take away services is what we have availed mostly It has been an OK experience most of the time It is also open till a bit later than others so lokoja of those restaurants you are bound to not get disappointed 

avrilsfoodjourneecom",0
the food was clearly a day old,1
Worst restaurant to order a burger I food an egg and cheese sandwich through swiggy and I got a potato patty in between two pieces or bun No trace of egg or cheese in the burger Disgusting,0
"Had the shots here kamikaze and purple daze They were so light on alcohol that it felt like beer in shot glasses The other accompanying flavours were strong like juice

Wouldve passed as mocktail shots

Of course there isnt such a thing as mocktail shots for a reason",1
Excellent Andhra Style Food eam dum Home taste Full Fidha of Dall Sambar Rasam Curries and all items poor must taste Devi Y Hemanth R Eswar Renukapawar1989 Vinay Gunasekhar Prabhakar Reddy,1
"Cake Taste is mind blowing
If we taste once here u will never ever go to other bakery
For birthday cake we have variety of designs
Price is also reachable",1
No paneer only gravy in the meal Want to rate Zero for this Looting the customers Dont even deserve INR 50Will never order again from this restaurant,1
"I am order Mutton fried rice o Early morning near 5 am I have received order very less mutton pieces like no pieces 
I am Throw out the food",1
Tomato ketchup must be provided with noodles,1
tasted like it was a day old,1
The cake was really dry,0
Food had onions  when I said no to Onions,1
Supar,1
dry fruit salad,0
ice melted,1
Ice cream has totally melted,1
D paradise of sandwiches  juicesThis restaurant offer a mouth melting menu which u want to try again  againIn luv wid their corn  cheese and chicken mayo sandwich,0
Juices and Shakes using variety fruits and nuts Relatively cheap too Im a regular visitor,1
"Baba Da Dhaba is located on the Double Road of Indiranagar on the same road of BDA complex and at the very beginning of the double road from Cmh road on the left side They have added New Items on the Menu in both Veg and Non Veg in the starters Got to taste them for the very first time yesterday for Dinner
NON veg Tangdi Tamasha Kabab Yummy Gulabi Chicken Kabab Mutton Bhuna Gosht Mutton Rauhaq E Sheek
Veg Aloo Muttar Ki Tikki Masti Hara Bhara Stuffed with Amul Cheese Paneer Lajawab Tikka
I also got to taste Keema Samosa and Aloo Samosa from there Regular Menu Winded up my dinner with Main Course and Dessert Nan and Kulcha Mutton Rogan Josh Dal Makhani Baighan Barta Jeera Rice Desserts were Gulabjamun Keer Phirni Rabri I also got to taste Lassi Chas and Shikanji
Excellent Interiors Decently Priced Quality Ingredients Tasty Friendly Staff must visit for some lipsmacking Punjabi Food",1
a little dry,0
Cake was extremely dry,0
I think the juice maker was drunk He put tons of sugar in lokoja juice zero sugar in another Had to throw out both of them,0
"So I food sanwhiches from Green G juice barand I say that the food was pthetic sandwhiches were smellybad taste and what not

Total disaster",0
First time food a chicken cheese burst burger and was not surprised as the burger is just as usual and not as cheese burst Just standard cheese and taste is standard Size of the burger is medium and just can try for once Mayonnaise is extra cost and just comes in the pack with ketchup packet,0
I dont think Dats real ammis briyani,1
food was not delivered in the box  raita was water,1
Items not as per what is published in app Juice promised was not delivered,1
The order was Chicken  Rice Bowl but there was no chicken at all,0
Taste was ok but Chicken roll was not blokojaless,0
the grill was too dry,0
Its the old Bihari Dhaba,1
very less quantity of food,1
v average run of the mill,0
fast delivery by team,1
chicken curry was too less,0
worrest taste,1
